Metal1,Metal2,Metal1_Composition,Metal2_Composition,Site
Cd,Re,0.75,0.25,hollow
Ta,Ag,0.75,0.25,hollow
Cd,Re,0.75,0.25,hollow
Mo,Pt,0.5,0.5,hollow
Pd,Pt,0.5,0.5,hollow
Mo,Pt,0.5,0.5,hollow
Pd,Pt,0.5,0.5,hollow
Tc,Cd,0.75,0.25,hollow
Sc,Rh,0.75,0.25,hollow
Zr,Tc,0.75,0.25,hollow
Pd,Pt,0.5,0.5,hollow
Y,Ru,0.75,0.25,top
Cr,Ru,0.75,0.25,top
Re,Fe,0.75,0.25,hollow
Zr,Tc,0.75,0.25,hollow
Ta,Os,0.75,0.25,hollow
Hf,Ir,0.5,0.5,bridge
Cr,Ru,0.75,0.25,top
Zr,Tc,0.75,0.25,hollow
Ta,Os,0.75,0.25,hollow
Hf,Ir,0.5,0.5,hollow
La,Cr,0.75,0.25,top
Ru,Hg,0.75,0.25,hollow
Ir,La,0.75,0.25,hollow
Ru,Hg,0.75,0.25,hollow
Ta,Os,0.75,0.25,hollow
Ir,La,0.75,0.25,hollow
Ta,Os,0.75,0.25,hollow
Hf,Ir,0.5,0.5,hollow
Hf,Ir,0.5,0.5,top
Cu,Y,0.5,0.5,hollow
Hg,Co,0.75,0.25,hollow
Cd,Cr,0.75,0.25,hollow
Ag,Co,0.5,0.5,bridge
Nb,Os,0.75,0.25,hollow
Hg,Co,0.75,0.25,hollow
Cd,Cr,0.75,0.25,hollow
Mo,Hg,0.75,0.25,hollow
W,Hg,0.75,0.25,hollow
Nb,Os,0.75,0.25,hollow
Mo,Hg,0.75,0.25,hollow
W,Hg,0.75,0.25,hollow
Fe,Zr,0.75,0.25,top
Ag,Co,0.5,0.5,hollow
Hf,Au,0.75,0.25,hollow
Ag,Co,0.5,0.5,hollow
Cu,Y,0.5,0.5,top
Hf,Au,0.75,0.25,hollow
Cu,Y,0.5,0.5,top
Ag,Co,0.5,0.5,top
Tc,Mo,0.75,0.25,top
Au,Ag,0.75,0.25,hollow
Au,Ag,0.75,0.25,hollow
Cr,Cu,0.75,0.25,hollow
Fe,Nb,0.75,0.25,hollow
Zr,Hf,0.75,0.25,hollow
Pt,Au,0.75,0.25,hollow
Au,Mo,0.75,0.25,hollow
Au,Ag,0.75,0.25,hollow
Zr,Hf,0.75,0.25,hollow
Pt,Au,0.75,0.25,hollow
Tc,Mo,0.75,0.25,top
Hf,Pt,0.75,0.25,top
Au,Ag,0.75,0.25,hollow
Zr,Hf,0.75,0.25,hollow
Rh,Mo,0.75,0.25,hollow
Co,V,0.5,0.5,hollow
Cu,Ni,0.75,0.25,hollow
Zr,Hf,0.75,0.25,hollow
Rh,Mo,0.75,0.25,hollow
Co,V,0.5,0.5,hollow
Rh,Mo,0.75,0.25,hollow
Co,V,0.5,0.5,hollow
Rh,Mo,0.75,0.25,hollow
Cr,Ru,0.5,0.5,hollow
Cr,Ru,0.5,0.5,hollow
La,Hg,0.75,0.25,top
Cr,Ru,0.5,0.5,hollow
La,Hg,0.75,0.25,top
Pd,Ru,0.5,0.5,hollow
Cr,Ru,0.5,0.5,hollow
Pd,Ru,0.5,0.5,hollow
Cr,Ru,0.5,0.5,top
Ir,Sc,0.5,0.5,bridge
La,Pd,0.75,0.25,hollow
Cu,Ir,0.75,0.25,hollow
La,Pd,0.75,0.25,hollow
Cd,Mo,0.75,0.25,hollow
Cu,Ir,0.75,0.25,hollow
Pd,Ru,0.5,0.5,hollow
Cd,Mo,0.75,0.25,hollow
Cu,Ir,0.75,0.25,hollow
Pd,Ru,0.5,0.5,hollow
Cu,Ir,0.75,0.25,hollow
Au,Pd,0.75,0.25,hollow
Au,Pd,0.75,0.25,hollow
Cu,Mo,0.75,0.25,top
Au,Pd,0.75,0.25,hollow
Nb,Pd,0.5,0.5,hollow
Tc,Zr,0.5,0.5,bridge
Os,Re,0.5,0.5,hollow
Au,Pd,0.75,0.25,hollow
Pd,Re,0.5,0.5,bridge
Nb,Pd,0.5,0.5,hollow
Tc,Zr,0.5,0.5,hollow
Ag,Re,0.75,0.25,hollow
Ag,Re,0.75,0.25,hollow
Mo,La,0.75,0.25,hollow
V,Au,0.75,0.25,hollow
Mo,La,0.75,0.25,hollow
Re,Pd,0.75,0.25,hollow
V,Au,0.75,0.25,hollow
Cu,Ti,0.75,0.25,hollow
Re,Pd,0.75,0.25,hollow
Pd,Re,0.5,0.5,hollow
Cu,Ti,0.75,0.25,hollow
Pd,Re,0.5,0.5,hollow
Ag,Re,0.75,0.25,hollow
Cu,Ti,0.75,0.25,hollow
Re,W,0.75,0.25,hollow
Cu,Ti,0.75,0.25,hollow
Re,W,0.75,0.25,hollow
Re,W,0.75,0.25,hollow
Re,W,0.75,0.25,hollow
Pd,Mo,0.75,0.25,hollow
Pd,Mo,0.75,0.25,hollow
Nb,Ni,0.5,0.5,hollow
Pd,Mo,0.75,0.25,hollow
Re,Ag,0.75,0.25,hollow
Re,Ag,0.75,0.25,hollow
Nb,Cu,0.75,0.25,hollow
La,Zr,0.75,0.25,hollow
W,Hf,0.75,0.25,hollow
Nb,Cu,0.75,0.25,hollow
La,Zr,0.75,0.25,hollow
W,Hf,0.75,0.25,hollow
Y,Ti,0.75,0.25,top
Ta,Pt,0.75,0.25,hollow
La,Zr,0.75,0.25,hollow
Sc,Zn,0.5,0.5,~
Cr,Ti,0.75,0.25,top
Ta,Pt,0.75,0.25,hollow
La,Zr,0.75,0.25,hollow
Sc,Zn,0.5,0.5,hollow
Nb,Ni,0.5,0.5,hollow
Nb,Pd,0.5,0.5,bridge
Nb,Pd,0.5,0.5,hollow
Ta,Pt,0.75,0.25,hollow
Zn,Ir,0.75,0.25,top
Sc,Zn,0.5,0.5,top
Nb,Pd,0.5,0.5,hollow
Os,Re,0.5,0.5,hollow
Ti,Cr,0.75,0.25,hollow
Ag,W,0.75,0.25,hollow
La,Hf,0.75,0.25,hollow
La,Hf,0.75,0.25,hollow
Ta,Y,0.75,0.25,hollow
Co,Ru,0.75,0.25,hollow
Ni,Pt,0.75,0.25,hollow
La,Hf,0.75,0.25,hollow
Ta,Y,0.75,0.25,hollow
Co,Hf,0.75,0.25,hollow
Co,Ru,0.75,0.25,hollow
La,Hf,0.75,0.25,hollow
Co,Ru,0.75,0.25,hollow
W,Sc,0.75,0.25,hollow
Ni,Nb,0.75,0.25,hollow
Hf,Hg,0.75,0.25,hollow
W,Sc,0.75,0.25,hollow
Rh,Re,0.75,0.25,hollow
Hf,Hg,0.75,0.25,hollow
W,Sc,0.75,0.25,hollow
Rh,Re,0.75,0.25,hollow
Rh,Re,0.75,0.25,hollow
Pt,Ag,0.75,0.25,hollow
Pt,Ag,0.75,0.25,hollow
Rh,Re,0.75,0.25,hollow
La,Ag,0.75,0.25,hollow
Os,Zr,0.75,0.25,hollow
La,Ag,0.75,0.25,hollow
Os,Zr,0.75,0.25,hollow
Cd,Cu,0.75,0.25,hollow
Sc,Re,0.75,0.25,hollow
Os,Zr,0.75,0.25,hollow
Pt,Cu,0.75,0.25,hollow
Sc,Re,0.75,0.25,hollow
Cd,Cu,0.75,0.25,hollow
Zn,Tc,0.75,0.25,hollow
Au,Re,0.75,0.25,hollow
Au,Pd,0.75,0.25,top
Ru,Ta,0.5,0.5,hollow
Zn,Tc,0.75,0.25,hollow
Au,Re,0.75,0.25,hollow
Au,Pd,0.75,0.25,top
Re,Sc,0.5,0.5,hollow
Au,Re,0.75,0.25,hollow
Re,Sc,0.5,0.5,hollow
Sc,Re,0.75,0.25,hollow
Re,Sc,0.5,0.5,hollow
Sc,Re,0.75,0.25,hollow
Re,Sc,0.5,0.5,bridge
Y,Pt,0.75,0.25,hollow
Cu,Pt,0.75,0.25,hollow
Y,Pt,0.75,0.25,hollow
Nb,Tc,0.75,0.25,hollow
Mo,Cu,0.75,0.25,hollow
Cu,Pt,0.75,0.25,hollow
Nb,Tc,0.75,0.25,hollow
Ta,W,0.75,0.25,top
Cu,Pt,0.75,0.25,hollow
Re,Cd,0.75,0.25,hollow
Cu,Pt,0.75,0.25,hollow
Re,Cd,0.75,0.25,hollow
Co,Ti,0.75,0.25,hollow
W,Ru,0.75,0.25,hollow
Cd,Y,0.5,0.5,~
Ru,Ta,0.5,0.5,hollow
Nb,Pd,0.5,0.5,top
Fe,V,0.75,0.25,hollow
W,Ru,0.75,0.25,hollow
Rh,Au,0.75,0.25,hollow
Sc,Au,0.75,0.25,hollow
W,Ru,0.75,0.25,hollow
Rh,Au,0.75,0.25,hollow
Ag,Ti,0.75,0.25,hollow
Cd,Y,0.5,0.5,bridge
Sc,Au,0.75,0.25,hollow
Rh,Au,0.75,0.25,hollow
Tc,Cd,0.75,0.25,top
Cd,Y,0.5,0.5,top
Ir,Rh,0.75,0.25,hollow
Ir,Rh,0.75,0.25,hollow
Ir,Rh,0.75,0.25,hollow
Cu,La,0.75,0.25,bridge
Ir,Rh,0.75,0.25,hollow
Zn,Cr,0.75,0.25,hollow
Cu,La,0.75,0.25,bridge
Zn,Cr,0.75,0.25,hollow
Ru,Nb,0.75,0.25,hollow
Re,Fe,0.75,0.25,top
Cu,La,0.75,0.25,top
Zn,Nb,0.75,0.25,hollow
Zn,Cr,0.75,0.25,hollow
Ru,Nb,0.75,0.25,hollow
Ag,Tc,0.75,0.25,top
Mo,Cd,0.75,0.25,top
Zn,Nb,0.75,0.25,hollow
Hg,Ni,0.75,0.25,top
Ag,Zn,0.5,0.5,hollow
Tc,Zr,0.5,0.5,top
Zn,Nb,0.75,0.25,hollow
W,Mo,0.75,0.25,hollow
Ag,Zn,0.5,0.5,hollow
Zn,Nb,0.75,0.25,hollow
W,Mo,0.75,0.25,hollow
Pt,Ti,0.75,0.25,hollow
W,V,0.75,0.25,hollow
W,Mo,0.75,0.25,hollow
Ag,Y,0.75,0.25,hollow
W,Mo,0.75,0.25,hollow
Pt,Ti,0.75,0.25,hollow
Ag,Y,0.75,0.25,hollow
Cr,Ti,0.5,0.5,bridge
Pt,Ti,0.75,0.25,hollow
Ni,Zr,0.5,0.5,top
Cr,Ti,0.5,0.5,hollow
Zn,Hf,0.75,0.25,top
Cr,Ti,0.5,0.5,top
Zn,Hf,0.75,0.25,top
Ti,Sc,0.75,0.25,hollow
Pt,V,0.75,0.25,top
Sc,Ag,0.75,0.25,hollow
Ti,Sc,0.75,0.25,hollow
Sc,Ag,0.75,0.25,hollow
W,V,0.75,0.25,hollow
Pt,V,0.75,0.25,top
Ag,Zn,0.5,0.5,top
Zr,Os,0.75,0.25,hollow
Rh,Ag,0.75,0.25,hollow
Cu,Nb,0.75,0.25,hollow
Zr,Os,0.75,0.25,hollow
Rh,Ag,0.75,0.25,hollow
Ag,Ta,0.75,0.25,hollow
Cu,Nb,0.75,0.25,hollow
Nb,Os,0.75,0.25,top
Zn,Cu,0.75,0.25,hollow
Zn,Cu,0.75,0.25,hollow
Zn,Cu,0.75,0.25,hollow
Ag,Zr,0.75,0.25,hollow
Zr,Os,0.75,0.25,hollow
Zn,Cu,0.75,0.25,hollow
Hg,Hf,0.75,0.25,hollow
Cu,Fe,0.75,0.25,hollow
Re,Zn,0.75,0.25,hollow
Hg,Hf,0.75,0.25,hollow
Re,Zn,0.75,0.25,hollow
Co,Ag,0.75,0.25,hollow
Ni,Zn,0.75,0.25,hollow
Rh,Ru,0.75,0.25,hollow
Co,Ag,0.75,0.25,hollow
Y,Ag,0.75,0.25,top
Rh,Ru,0.75,0.25,hollow
Y,Ag,0.75,0.25,top
La,Os,0.75,0.25,top
Hf,Tc,0.75,0.25,hollow
Rh,Ru,0.75,0.25,hollow
Hf,Tc,0.75,0.25,hollow
Rh,Ru,0.75,0.25,hollow
La,Nb,0.75,0.25,hollow
Cr,Hg,0.75,0.25,top
Hf,Y,0.5,0.5,hollow
Hf,Tc,0.75,0.25,hollow
La,Nb,0.75,0.25,hollow
Hf,Y,0.5,0.5,hollow
Hf,Y,0.5,0.5,hollow
Ru,Ir,0.75,0.25,hollow
Hf,Y,0.5,0.5,hollow
Tc,Zr,0.5,0.5,top
Ru,Ir,0.75,0.25,hollow
Hf,Y,0.5,0.5,top
Co,Ti,0.5,0.5,bridge
Co,Ti,0.5,0.5,hollow
Hf,Y,0.75,0.25,hollow
Ru,Ir,0.75,0.25,hollow
Hf,Y,0.5,0.5,top
Co,Ti,0.5,0.5,top
Hf,Y,0.75,0.25,hollow
Ru,Ir,0.75,0.25,hollow
Mo,Ni,0.75,0.25,top
Co,Ti,0.5,0.5,top
Hf,Y,0.75,0.25,hollow
Co,Pd,0.5,0.5,hollow
Hf,Y,0.75,0.25,hollow
Co,Pd,0.5,0.5,hollow
Co,Pd,0.5,0.5,hollow
Os,Re,0.5,0.5,hollow
Mo,Cr,0.75,0.25,hollow
Co,Pd,0.5,0.5,hollow
Cu,Mo,0.5,0.5,hollow
Pt,Sc,0.5,0.5,hollow
Mo,Cr,0.75,0.25,hollow
Cu,Mo,0.5,0.5,hollow
Pt,Sc,0.5,0.5,bridge
Pt,Sc,0.5,0.5,top
Mo,Cr,0.75,0.25,hollow
W,Cu,0.75,0.25,top
Cd,W,0.75,0.25,top
Cu,Mo,0.5,0.5,hollow
Cd,W,0.75,0.25,top
Os,Nb,0.75,0.25,top
Ag,Pt,0.75,0.25,top
Pd,Ta,0.75,0.25,top
Os,Nb,0.75,0.25,top
Pd,Ta,0.75,0.25,top
Cu,Mo,0.5,0.5,hollow
Mo,Ru,0.5,0.5,hollow
Cr,Re,0.5,0.5,hollow
Ag,Ir,0.75,0.25,top
Ti,Zr,0.75,0.25,hollow
Mo,Ru,0.5,0.5,hollow
Y,Hf,0.75,0.25,top
Ti,Zr,0.75,0.25,hollow
Mo,Ru,0.5,0.5,hollow
Cr,Re,0.5,0.5,hollow
Ti,Zr,0.75,0.25,hollow
Ti,Hg,0.75,0.25,top
Mo,Ru,0.5,0.5,hollow
Ti,Zr,0.75,0.25,hollow
Cr,Re,0.5,0.5,top
La,V,0.75,0.25,hollow
Os,Zn,0.75,0.25,hollow
Cr,Re,0.5,0.5,top
La,V,0.75,0.25,hollow
Os,Zn,0.75,0.25,hollow
Co,Ni,0.75,0.25,top
Rh,Zr,0.5,0.5,bridge
Ir,Hg,0.75,0.25,hollow
Rh,Zr,0.5,0.5,hollow
Ir,Hg,0.75,0.25,hollow
Ir,Os,0.75,0.25,top
Rh,Zr,0.5,0.5,top
Y,Ru,0.75,0.25,hollow
Hf,Pt,0.75,0.25,hollow
Pd,Zr,0.75,0.25,hollow
Y,Ru,0.75,0.25,hollow
Ir,Mo,0.75,0.25,hollow
Pd,Zr,0.75,0.25,hollow
Ir,Mo,0.75,0.25,hollow
Ru,Hf,0.75,0.25,hollow
Y,Cu,0.75,0.25,top
Ir,Os,0.75,0.25,top
Ir,Mo,0.75,0.25,hollow
Re,Cr,0.75,0.25,hollow
Ru,V,0.75,0.25,hollow
Tc,Mo,0.75,0.25,hollow
Ir,Mo,0.75,0.25,hollow
Re,Cr,0.75,0.25,hollow
Ru,V,0.75,0.25,hollow
Tc,Mo,0.75,0.25,hollow
Ru,Pd,0.75,0.25,hollow
Re,Cr,0.75,0.25,hollow
Ru,V,0.75,0.25,hollow
Tc,Mo,0.75,0.25,hollow
Ru,Pd,0.75,0.25,hollow
Ru,Pd,0.75,0.25,hollow
Re,Cr,0.75,0.25,hollow
Ru,V,0.75,0.25,hollow
Tc,Mo,0.75,0.25,hollow
Cu,Ni,0.5,0.5,hollow
Ti,Nb,0.75,0.25,hollow
Ag,Rh,0.75,0.25,hollow
Cu,Ni,0.5,0.5,hollow
Ag,Rh,0.5,0.5,bridge
Ti,Nb,0.75,0.25,hollow
Ag,Co,0.75,0.25,hollow
Ag,Rh,0.75,0.25,hollow
Cu,Ni,0.5,0.5,hollow
Ag,Rh,0.5,0.5,hollow
Ti,Nb,0.75,0.25,hollow
Ag,Co,0.75,0.25,hollow
Ag,Rh,0.75,0.25,hollow
Ru,Zn,0.75,0.25,top
Cu,Ni,0.5,0.5,hollow
Ti,Nb,0.75,0.25,hollow
Ag,Co,0.75,0.25,hollow
Ag,Rh,0.75,0.25,hollow
Ag,Co,0.75,0.25,hollow
Mo,Cd,0.75,0.25,hollow
Rh,Pt,0.75,0.25,hollow
Ag,Tc,0.75,0.25,hollow
Mo,Cd,0.75,0.25,hollow
Rh,Pt,0.75,0.25,hollow
Ag,Tc,0.75,0.25,hollow
Zr,La,0.75,0.25,bridge
W,Ni,0.75,0.25,hollow
Rh,Pt,0.75,0.25,hollow
Rh,Pt,0.75,0.25,hollow
W,Mn,0.75,0.25,hollow
Ti,Mo,0.75,0.25,hollow
Nb,Pt,0.75,0.25,hollow
Ti,Mo,0.75,0.25,hollow
W,Cu,0.75,0.25,hollow
Fe,Y,0.75,0.25,top
Nb,Pt,0.75,0.25,hollow
Ti,Mo,0.75,0.25,hollow
Ir,V,0.5,0.5,hollow
Ir,V,0.5,0.5,hollow
La,Fe,0.75,0.25,hollow
Os,Nb,0.75,0.25,hollow
Ru,Cd,0.75,0.25,hollow
Sc,Mo,0.75,0.25,hollow
Zr,Cr,0.75,0.25,hollow
Os,Nb,0.75,0.25,hollow
Ru,Cd,0.75,0.25,hollow
Mn,Mo,0.5,0.5,hollow
Sc,Mo,0.75,0.25,hollow
Zr,Cr,0.75,0.25,hollow
La,Cr,0.75,0.25,hollow
Os,Nb,0.75,0.25,hollow
Sc,Mo,0.75,0.25,hollow
Zr,Cr,0.75,0.25,hollow
La,Cr,0.75,0.25,hollow
Os,Nb,0.75,0.25,hollow
Ag,Ir,0.75,0.25,hollow
Mn,Mo,0.5,0.5,hollow
Sc,Mo,0.75,0.25,hollow
Y,Re,0.75,0.25,hollow
Zr,Cr,0.75,0.25,hollow
Mn,Mo,0.5,0.5,hollow
Ir,V,0.5,0.5,hollow
Re,Ti,0.75,0.25,hollow
Y,Re,0.75,0.25,hollow
Co,Zr,0.5,0.5,top
Ir,V,0.5,0.5,hollow
Cd,Ti,0.5,0.5,hollow
Re,Ti,0.75,0.25,hollow
Co,Zr,0.5,0.5,top
Cd,Ti,0.5,0.5,hollow
Re,Ti,0.75,0.25,hollow
Ti,Ir,0.75,0.25,hollow
Os,Pt,0.75,0.25,top
Re,Ti,0.75,0.25,hollow
Ti,Ir,0.75,0.25,hollow
Os,Pt,0.75,0.25,top
Ti,Ir,0.75,0.25,hollow
Cd,Ti,0.5,0.5,bridge
Ti,Ir,0.75,0.25,hollow
Ag,Cr,0.75,0.25,hollow
Cr,Zr,0.5,0.5,hollow
Ag,Cr,0.75,0.25,hollow
Cr,Zr,0.5,0.5,top
Ag,Cr,0.75,0.25,hollow
Cr,Zr,0.5,0.5,top
Ag,Cr,0.75,0.25,hollow
Os,Ru,0.75,0.25,top
Cr,Zr,0.5,0.5,bridge
Os,Ru,0.75,0.25,top
Nb,Hg,0.75,0.25,top
La,Mn,0.5,0.5,bridge
Cr,Rh,0.75,0.25,hollow
Co,Ni,0.75,0.25,hollow
Cr,Rh,0.75,0.25,hollow
Ir,Os,0.5,0.5,hollow
Y,Hf,0.75,0.25,hollow
Ag,Pt,0.75,0.25,hollow
Y,Hf,0.75,0.25,hollow
Ir,Os,0.75,0.25,hollow
Ir,Os,0.5,0.5,hollow
Ag,Pt,0.75,0.25,hollow
Y,Hf,0.75,0.25,hollow
Ir,Os,0.75,0.25,hollow
Ir,Os,0.5,0.5,hollow
Cd,Nb,0.75,0.25,hollow
Y,Hf,0.75,0.25,hollow
Ir,Os,0.75,0.25,hollow
Hg,Ta,0.75,0.25,hollow
Cd,Nb,0.75,0.25,hollow
Ir,Os,0.75,0.25,hollow
Nb,Hg,0.75,0.25,hollow
Hg,Ta,0.75,0.25,hollow
Y,Zr,0.75,0.25,hollow
Cd,Nb,0.75,0.25,hollow
Au,Cu,0.75,0.25,hollow
Ir,Os,0.5,0.5,hollow
Au,Cu,0.75,0.25,hollow
Cd,Ir,0.75,0.25,top
Au,Ti,0.5,0.5,bridge
Au,Cu,0.75,0.25,hollow
Au,Ti,0.5,0.5,hollow
Au,Cu,0.75,0.25,hollow
Rh,Cu,0.75,0.25,hollow
Co,Pt,0.75,0.25,hollow
Cd,Pt,0.75,0.25,hollow
Rh,Cu,0.75,0.25,hollow
Hf,Ir,0.75,0.25,hollow
Co,Pt,0.75,0.25,hollow
Y,Sc,0.75,0.25,hollow
Rh,Cu,0.75,0.25,hollow
Hf,Ir,0.75,0.25,hollow
Co,Pt,0.75,0.25,hollow
Os,Y,0.75,0.25,hollow
Rh,Cu,0.75,0.25,hollow
Hf,Ir,0.75,0.25,hollow
Cr,Pt,0.75,0.25,hollow
Os,Y,0.75,0.25,hollow
Pd,Re,0.75,0.25,hollow
Cr,Pt,0.75,0.25,hollow
Tc,Ag,0.75,0.25,hollow
Pd,Re,0.75,0.25,hollow
Cr,Pt,0.75,0.25,hollow
Sc,Pd,0.75,0.25,hollow
Tc,Ag,0.75,0.25,hollow
Pd,Re,0.75,0.25,hollow
Cr,Pt,0.75,0.25,hollow
Ru,Ta,0.75,0.25,hollow
Pt,La,0.75,0.25,hollow
Cr,Sc,0.75,0.25,hollow
Pt,La,0.75,0.25,hollow
Cr,Sc,0.75,0.25,hollow
Re,Nb,0.75,0.25,top
Nb,Cd,0.75,0.25,hollow
Zr,Cu,0.75,0.25,hollow
Zr,La,0.75,0.25,hollow
Zr,Cu,0.75,0.25,hollow
Zr,La,0.75,0.25,hollow
Zr,Cu,0.75,0.25,hollow
La,Mo,0.75,0.25,hollow
Zr,La,0.75,0.25,hollow
V,Cu,0.75,0.25,hollow
Hg,Ta,0.75,0.25,top
Ir,Nb,0.5,0.5,hollow
V,Cu,0.75,0.25,hollow
Au,Cu,0.75,0.25,top
Y,Zr,0.75,0.25,top
V,Cu,0.75,0.25,hollow
Y,Ta,0.75,0.25,hollow
Rh,Nb,0.75,0.25,hollow
V,Cu,0.75,0.25,hollow
Rh,Nb,0.75,0.25,hollow
Re,Nb,0.75,0.25,hollow
Rh,Nb,0.75,0.25,hollow
Nb,Au,0.75,0.25,top
Au,Cu,0.75,0.25,top
Pd,Re,0.75,0.25,top
Re,Nb,0.75,0.25,hollow
Rh,Nb,0.75,0.25,hollow
Pd,Re,0.75,0.25,top
Ir,Nb,0.5,0.5,hollow
Re,Nb,0.75,0.25,hollow
Y,Ta,0.75,0.25,hollow
La,Y,0.75,0.25,hollow
Fe,Rh,0.5,0.5,hollow
Re,Nb,0.75,0.25,hollow
Y,Ta,0.75,0.25,hollow
La,Y,0.75,0.25,hollow
Hf,Ir,0.75,0.25,top
Y,Ta,0.75,0.25,hollow
La,Y,0.75,0.25,hollow
Fe,Rh,0.5,0.5,hollow
Os,Y,0.75,0.25,bridge
La,Y,0.75,0.25,hollow
Fe,Rh,0.5,0.5,top
Os,Y,0.75,0.25,bridge
Os,Ni,0.75,0.25,top
Hg,Co,0.75,0.25,top
Os,Ni,0.75,0.25,top
Fe,Rh,0.5,0.5,top
Co,Pt,0.75,0.25,top
Cr,Pt,0.75,0.25,top
Os,Y,0.75,0.25,top
Cd,Cr,0.75,0.25,top
Hg,Pt,0.75,0.25,hollow
Ir,Nb,0.75,0.25,hollow
Cd,Cr,0.75,0.25,top
Hg,Pt,0.75,0.25,hollow
Ir,Nb,0.75,0.25,hollow
Ir,Nb,0.75,0.25,hollow
W,Ir,0.75,0.25,top
W,Hg,0.75,0.25,top
Ir,Nb,0.75,0.25,hollow
Mo,Hg,0.75,0.25,top
Au,Hf,0.75,0.25,top
Pd,Cr,0.75,0.25,top
Cu,Ir,0.5,0.5,bridge
Cu,Mn,0.75,0.25,top
Au,Hf,0.75,0.25,top
Fe,Nb,0.75,0.25,top
Cu,Ir,0.5,0.5,hollow
Au,Ag,0.75,0.25,top
Cd,Os,0.75,0.25,top
Au,Ag,0.75,0.25,top
Hf,Ti,0.75,0.25,top
Sc,Pd,0.75,0.25,top
Hf,Ti,0.75,0.25,top
Cr,Hf,0.75,0.25,top
Pt,La,0.75,0.25,bridge
Nb,Ti,0.5,0.5,hollow
La,Mn,0.75,0.25,hollow
Cd,Au,0.75,0.25,hollow
Hf,Y,0.75,0.25,top
Pt,La,0.75,0.25,bridge
La,Mn,0.75,0.25,hollow
La,Zn,0.75,0.25,hollow
Cd,Au,0.75,0.25,hollow
Os,V,0.75,0.25,top
Nb,Ti,0.5,0.5,hollow
La,Zn,0.75,0.25,hollow
Cd,Au,0.75,0.25,hollow
Os,V,0.75,0.25,top
Hf,Au,0.75,0.25,top
Nb,Ti,0.5,0.5,hollow
Ir,Tc,0.5,0.5,hollow
Cd,Au,0.75,0.25,hollow
Nb,Rh,0.75,0.25,top
V,Ti,0.75,0.25,top
Cd,Re,0.75,0.25,top
Ni,W,0.5,0.5,hollow
Nb,Ti,0.5,0.5,hollow
Cd,Re,0.75,0.25,top
Ni,W,0.5,0.5,hollow
Ir,Zn,0.75,0.25,top
Ir,Zn,0.75,0.25,top
Ir,La,0.75,0.25,bridge
Os,Zn,0.75,0.25,top
Nb,Cd,0.75,0.25,top
Ir,La,0.75,0.25,bridge
Os,Zn,0.75,0.25,top
Y,Ta,0.75,0.25,top
Ir,La,0.75,0.25,top
Pt,Tc,0.5,0.5,hollow
Pt,Tc,0.5,0.5,hollow
Ir,La,0.75,0.25,top
Pt,Tc,0.5,0.5,hollow
Ir,Tc,0.5,0.5,hollow
Au,Sc,0.75,0.25,top
Pt,Tc,0.5,0.5,hollow
Ni,Pt,0.5,0.5,hollow
Ir,Tc,0.5,0.5,hollow
Au,Sc,0.75,0.25,top
Pt,Tc,0.5,0.5,top
Ni,Pt,0.5,0.5,hollow
Ir,Tc,0.5,0.5,hollow
Pd,Mn,0.75,0.25,hollow
V,Y,0.75,0.25,bridge
Ir,Nb,0.75,0.25,top
Ir,Tc,0.5,0.5,top
Pt,Tc,0.75,0.25,hollow
W,Ag,0.75,0.25,hollow
Co,Ir,0.75,0.25,hollow
Pt,Tc,0.75,0.25,hollow
Hf,Pd,0.75,0.25,hollow
V,Ta,0.75,0.25,top
W,Ag,0.75,0.25,hollow
La,Ir,0.75,0.25,hollow
V,Y,0.75,0.25,top
Ir,Nb,0.75,0.25,top
La,Ir,0.75,0.25,hollow
Cd,V,0.75,0.25,hollow
Pt,W,0.75,0.25,hollow
Tc,Pt,0.75,0.25,hollow
Pd,La,0.75,0.25,hollow
Ag,Nb,0.5,0.5,bridge
Pt,Pd,0.75,0.25,hollow
Pt,W,0.75,0.25,hollow
Tc,Pt,0.75,0.25,hollow
Cd,V,0.75,0.25,hollow
Ag,Nb,0.5,0.5,hollow
La,Y,0.75,0.25,top
Pt,Pd,0.75,0.25,hollow
Pt,W,0.75,0.25,hollow
Cd,V,0.75,0.25,hollow
Hg,Pd,0.75,0.25,hollow
Pt,Pd,0.75,0.25,hollow
Pt,W,0.75,0.25,hollow
Ag,Nb,0.5,0.5,hollow
Pt,Pd,0.75,0.25,hollow
Mo,Os,0.75,0.25,hollow
Ni,Hf,0.75,0.25,top
Co,Os,0.75,0.25,top
La,W,0.75,0.25,hollow
Ni,Hf,0.75,0.25,top
La,W,0.75,0.25,hollow
Cd,Au,0.75,0.25,top
Cd,Rh,0.5,0.5,bridge
Ag,Co,0.75,0.25,top
Os,Tc,0.75,0.25,top
Cd,Rh,0.5,0.5,top
Os,Tc,0.75,0.25,top
W,Zr,0.75,0.25,hollow
Cu,Hf,0.75,0.25,hollow
W,Zr,0.75,0.25,hollow
Sc,Cu,0.75,0.25,hollow
Cu,Hf,0.75,0.25,hollow
Os,Zr,0.75,0.25,top
Ag,Ni,0.75,0.25,hollow
Cu,Hf,0.75,0.25,hollow
Y,Re,0.75,0.25,top
Ni,W,0.5,0.5,hollow
Cu,Hf,0.75,0.25,hollow
Ni,W,0.5,0.5,hollow
