Metal1,Metal2,Metal1_Composition,Metal2_Composition,Site,ads_energy
Re,Ti,0.5,0.5,3,-0.7428005741594177
Hf,Ta,0.75,0.25,3,-1.0555910779575868
Mo,Os,0.5,0.5,3,-0.5141295737548432
Re,Ti,0.5,0.5,3,-0.9373894522604758
Hf,Ta,0.75,0.25,3,-0.9323824216580476
Mo,Os,0.5,0.5,3,-0.5033609407573465
Re,Ti,0.5,0.5,1,0.7858868072408143
Cr,Cd,0.75,0.25,1,1.0688834306429555
Hf,Ta,0.75,0.25,3,-0.9808126984598573
Ag,Fe,0.75,0.25,3,0.28140693433763886
Co,Ir,0.5,0.5,2,-0.2673627310641393
Cr,Mn,0.5,0.5,3,-2.2880062180583707
La,V,0.5,0.5,2,0.06905650574211109
Co,Ir,0.5,0.5,3,-0.27016944926342035
Hg,Sc,0.75,0.25,1,0.21574246374169093
Co,Ir,0.5,0.5,3,-0.27661405735759104
Cr,Mn,0.5,0.5,3,-2.308307951257092
Co,Ir,0.5,0.5,3,-0.2903481870589246
Cr,Mn,0.5,0.5,1,-1.6026117316568786
Co,Ir,0.5,0.5,3,-0.27055149705753934
Cr,Mn,0.5,0.5,1,-1.6632282185555312
Au,Hg,0.5,0.5,2,0.5184522381396448
Co,Ir,0.5,0.5,1,-0.20684542965952346
Ti,Y,0.5,0.5,3,-0.9296255002581972
Ti,Y,0.5,0.5,3,-0.8566759978593552
Ir,Pt,0.5,0.5,3,-0.2309773011574805
Ir,Pt,0.5,0.5,3,-0.1445280951583925
Ti,Y,0.5,0.5,3,-0.8776777438606302
Ir,Pt,0.5,0.5,3,-0.1456482518578639
Fe,Ir,0.5,0.5,3,-0.14621955485833382
Y,Pd,0.75,0.25,3,-1.053809140360471
Y,Pd,0.75,0.25,3,-1.0503366956608886
Mo,Ag,0.75,0.25,3,-0.9366408670566386
Ti,Y,0.5,0.5,3,-0.9631374078589658
Mo,Ag,0.75,0.25,3,-0.9597363930579093
Pd,Tc,0.75,0.25,3,-0.3018165607563503
Rh,Cd,0.75,0.25,3,-0.42713464355890096
Ag,Os,0.75,0.25,3,0.3411434051459139
Rh,Cd,0.75,0.25,3,-0.4064065079573709
Au,Ta,0.75,0.25,3,-0.17742448145779122
Ir,Pt,0.5,0.5,1,-0.3870200295559414
Fe,Ta,0.75,0.25,3,-0.642043350459943
Cr,Zn,0.5,0.5,2,-0.6304055857608262
Ir,Pt,0.5,0.5,1,-0.2739761857583005
Fe,Ir,0.5,0.5,3,-0.16889997126324374
Cr,Zn,0.5,0.5,3,0.0852221086397833
V,W,0.5,0.5,3,-0.8420890634615432
Fe,Ir,0.5,0.5,3,-0.142410913561406
Cr,Pd,0.75,0.25,3,-0.90646834046035
Cr,Zn,0.5,0.5,3,0.038015527840826735
V,W,0.5,0.5,3,-0.9020726135595112
Fe,Ir,0.5,0.5,3,-0.13602753105712395
Nb,Ni,0.75,0.25,3,-0.9947773084595326
V,W,0.5,0.5,3,-0.823058782158995
Pd,Au,0.75,0.25,1,0.19713885684271304
Fe,Ir,0.5,0.5,1,-0.08679764775931176
W,Au,0.75,0.25,3,-0.9239853967582974
Cu,W,0.75,0.25,3,-0.04196811735798178
W,Au,0.75,0.25,3,-1.0323465695609855
Pt,Hg,0.75,0.25,3,-0.30304978075852773
Co,Mo,0.75,0.25,3,-0.506154461457271
Y,Tc,0.75,0.25,3,-1.0177537846566054
V,W,0.5,0.5,3,-0.854151053560571
Pd,Au,0.75,0.25,1,0.35505808224209545
Y,Tc,0.75,0.25,3,-1.0469589465564866
Tc,Ru,0.75,0.25,3,-0.5923674725590615
Tc,Ru,0.75,0.25,3,-0.5668082278561712
Tc,Ru,0.75,0.25,3,-0.521871892756252
Cu,Zr,0.75,0.25,3,-0.0017853389572053402
Tc,Ru,0.75,0.25,3,-0.4921314828597758
Cu,Zr,0.75,0.25,3,0.15179625584372047
Co,Pd,0.75,0.25,3,-0.3373044231547908
Cu,Zr,0.75,0.25,3,-0.06444540075514738
Co,Pd,0.75,0.25,3,-0.27303820935682666
Zn,Zr,0.75,0.25,3,0.68428807154217
Cu,Zr,0.75,0.25,3,-0.28575300065764964
Co,Pd,0.75,0.25,3,-0.20683032735448137
Zn,Zr,0.75,0.25,3,0.7991088187418711
Co,Pd,0.75,0.25,3,-0.21520163745205423
Zn,Zr,0.75,0.25,3,-0.3473870571606028
Ag,La,0.75,0.25,3,0.5082244313389594
Tc,Au,0.75,0.25,3,-0.4862965458587212
Ag,La,0.75,0.25,3,0.3976981847381751
Tc,Au,0.75,0.25,3,-0.6456265454571337
Rh,Os,0.75,0.25,3,-0.11287173176148713
Zn,Zr,0.75,0.25,3,-0.34145511155563213
Ag,La,0.75,0.25,3,0.13861723843822915
Cr,Zn,0.75,0.25,3,-0.8494360010581374
Rh,Os,0.75,0.25,3,-0.20377775426001676
La,Ru,0.75,0.25,3,-0.6372125134575697
Cr,Zn,0.75,0.25,3,-0.9649200256598931
Rh,Os,0.75,0.25,3,-0.3133502418595242
La,Ru,0.75,0.25,3,-0.6836850672579828
W,Re,0.75,0.25,3,-0.8951361596582217
Rh,Os,0.75,0.25,3,-0.2841823594598907
W,Re,0.75,0.25,3,-0.8306693980584612
Ru,Au,0.75,0.25,3,-0.3855338798557284
W,Re,0.75,0.25,3,-0.8199134182568457
Ru,Au,0.75,0.25,3,-0.3908508482554396
Mo,Tc,0.75,0.25,3,-0.8043939497574399
V,Rh,0.75,0.25,3,-0.9435150068593146
W,Re,0.75,0.25,3,-0.8183399200561041
V,Rh,0.75,0.25,3,-0.7787413699579417
Cr,Os,0.75,0.25,3,-0.8185210117580652
Os,Pd,0.75,0.25,3,-0.17629888255666515
Rh,Y,0.75,0.25,3,-0.4186908150577153
Pt,Ru,0.75,0.25,3,-0.09038750955275532
Os,Pd,0.75,0.25,3,-0.29171134125769527
Rh,Y,0.75,0.25,3,-0.7391056764563189
Pt,Ru,0.75,0.25,3,-0.09762247235536847
Pt,Ru,0.75,0.25,3,-0.21864115645345805
Tc,La,0.75,0.25,3,-0.5359628997566404
Pt,Ru,0.75,0.25,3,-0.18416732635429867
Os,Ta,0.75,0.25,3,-0.4160529434584248
Cd,Hg,0.5,0.5,2,0.9778023029439566
La,Cu,0.75,0.25,3,-0.6943588686580995
Zr,Ti,0.75,0.25,3,-0.8747232679588421
Pt,Rh,0.75,0.25,3,-0.17762815856164593
Pt,Rh,0.75,0.25,3,-0.2683290072590978
La,Cu,0.75,0.25,3,-0.6720403636599883
Zr,Ti,0.75,0.25,3,-1.0206670353572633
Pt,Rh,0.75,0.25,3,-0.21705078706051495
Ir,Ta,0.75,0.25,3,-0.2746666746561175
Zr,Ti,0.75,0.25,3,-0.9042564630571803
Cd,Hg,0.5,0.5,1,0.8832392065424131
W,Pd,0.75,0.25,3,-0.891556910256412
Ir,Ta,0.75,0.25,3,-0.36092703355731715
Zr,Ti,0.75,0.25,3,-0.9563468070582246
Cd,Mo,0.5,0.5,2,-0.6520467993604768
Ir,Ta,0.75,0.25,3,-0.4661780812557197
Au,Rh,0.75,0.25,3,0.2799036414444629
Ir,Au,0.75,0.25,3,-0.3184643493577539
Ir,Ta,0.75,0.25,3,-0.3300641541563607
Au,Rh,0.75,0.25,3,0.5580612645435679
Ir,Au,0.75,0.25,3,-0.31220382625812704
Au,Rh,0.75,0.25,3,-0.05547666465551515
Au,Rh,0.75,0.25,3,-0.0826730822545585
Ag,Mo,0.5,0.5,2,-0.6168012543630255
Ag,Mo,0.5,0.5,3,-0.29693783176387
Hf,V,0.75,0.25,3,-1.0617528235588622
Ag,Zn,0.75,0.25,3,0.3997160449444266
W,Pt,0.75,0.25,3,-0.87214213205786
La,Nb,0.75,0.25,1,-0.21886714685658148
Ag,Mo,0.5,0.5,1,0.5401725008423739
Mn,Re,0.5,0.5,3,-0.6035985630578296
Tc,Nb,0.75,0.25,3,-0.6125221282590871
Mn,Re,0.5,0.5,3,-0.5681882532580573
Tc,Nb,0.75,0.25,3,-0.7178890964596292
Mn,Re,0.5,0.5,3,-0.5625186253591608
Tc,Nb,0.75,0.25,3,-0.713666978160262
Mn,Re,0.5,0.5,3,-0.5660060362633601
Tc,Nb,0.75,0.25,3,-0.665642559159977
Hf,Re,0.5,0.5,2,-0.7793577077563612
Mn,Re,0.5,0.5,1,0.27803013773612406
Cu,La,0.5,0.5,1,0.38951354474650657
Ti,Pt,0.75,0.25,3,-1.0652673099602623
Hf,Re,0.5,0.5,3,-0.9952181328580707
Ti,Pt,0.75,0.25,3,-1.0496916498586586
Zn,Pt,0.75,0.25,3,0.5789646414423544
Hf,Re,0.5,0.5,1,0.8134905793422433
Cu,La,0.5,0.5,2,-0.27311657815786816
Ti,Pt,0.75,0.25,3,-0.5395245978606624
Zn,Pt,0.75,0.25,3,0.37269650134206245
Mo,Fe,0.75,0.25,3,-0.8273882493585631
Ru,Ag,0.75,0.25,3,-0.40894396945711264
Ti,Pt,0.75,0.25,3,-0.5128333595593801
Ru,Ag,0.75,0.25,3,-0.43057865235365966
Cu,Ru,0.75,0.25,3,-0.03560051746077875
La,Cd,0.75,0.25,3,-0.6976838275577109
Hf,Re,0.5,0.5,1,-0.4006327964588934
Au,Mo,0.5,0.5,2,-0.3101178015594712
Cu,Ru,0.75,0.25,3,0.3605998166395068
Au,Mo,0.5,0.5,2,-0.5152569414594552
Cu,Ru,0.75,0.25,3,-0.3275162162599088
Au,Mo,0.5,0.5,1,0.22789180234124728
Cu,Ru,0.75,0.25,3,-0.42844636835704364
Au,Mo,0.5,0.5,1,-0.1958570646592932
Zn,Y,0.75,0.25,3,0.6428002350376403
Zn,Y,0.75,0.25,3,0.6088992045415864
Co,Re,0.75,0.25,3,-0.3714170221564643
Os,Cr,0.75,0.25,3,-0.4373537426572227
Zn,Y,0.75,0.25,3,-0.04298419046151025
Co,Re,0.75,0.25,3,-0.3921716888571325
Zn,Y,0.75,0.25,3,-0.11925307346152181
Co,Re,0.75,0.25,3,-0.44604587505361337
Cr,Tc,0.5,0.5,3,-0.5766187480612359
Pd,Zr,0.75,0.25,1,0.5476115489409779
Cr,Tc,0.5,0.5,3,-0.5763318040580714
Mn,W,0.5,0.5,1,0.050020510040695854
Mo,Re,0.5,0.5,3,-0.7670182975589057
Cr,Tc,0.5,0.5,1,0.15496175614046592
Mn,W,0.5,0.5,1,-0.13173847275808725
Mo,Re,0.5,0.5,3,-0.7074339384589337
Cr,Zr,0.75,0.25,1,0.2859297384430022
Cr,Tc,0.5,0.5,1,-0.005653981358562987
Ni,Os,0.5,0.5,3,-0.22983469525840405
Ni,Os,0.5,0.5,3,-0.3470011997623885
Mo,Re,0.5,0.5,3,-0.6995403242571854
Ni,Os,0.5,0.5,3,-0.335342210258176
Ni,Os,0.5,0.5,1,0.31201933304058116
Zr,Mo,0.75,0.25,3,-0.9485145544594786
Fe,W,0.75,0.25,3,-0.606182692156807
Y,Cd,0.75,0.25,3,-1.1095851302588642
Ru,Rh,0.75,0.25,3,-0.4370311516604204
Ru,Rh,0.75,0.25,3,-0.35817705115820786
Au,Ir,0.75,0.25,3,0.3033552284405516
Ru,Rh,0.75,0.25,3,-0.3162213149580282
Ti,V,0.75,0.25,3,-0.9812637271597566
Au,Ir,0.75,0.25,3,0.6323608597422492
Mo,Re,0.5,0.5,3,-0.7256572662581391
Ti,Ta,0.75,0.25,3,-0.9761633613588572
Ru,Rh,0.75,0.25,3,-0.28421406075992195
Ti,V,0.75,0.25,3,-1.0513364419593643
Mo,Re,0.5,0.5,1,0.3162851257411887
Ti,Ta,0.75,0.25,3,-0.9912236377558372
Ti,V,0.75,0.25,3,-0.911263938759447
Pd,Y,0.75,0.25,3,-0.15443412735746165
Ti,Ta,0.75,0.25,3,-1.0164245085570371
Pd,Y,0.75,0.25,3,-0.49909079425466985
Mo,Re,0.5,0.5,1,-0.022366669057163335
La,Re,0.75,0.25,3,-0.5400456957604263
La,Re,0.75,0.25,3,-0.6596744223597568
Mo,Nb,0.75,0.25,1,0.1272939013406642
La,Au,0.75,0.25,3,-0.7790389264582416
La,Au,0.75,0.25,3,-0.6964126478587502
Ta,Au,0.75,0.25,3,-1.1318215928576763
Ta,Au,0.75,0.25,3,-1.1096960166568977
Cu,Au,0.75,0.25,3,0.0895638210431855
Cu,Au,0.75,0.25,3,-0.05074392465664346
Cu,Au,0.75,0.25,3,0.15905217143975392
Cu,Au,0.75,0.25,3,0.13637896603998456
Mo,Au,0.75,0.25,3,-0.9662132467592244
Os,Sc,0.75,0.25,3,-0.36037695545653037
V,La,0.75,0.25,3,-0.6446462553567187
Ni,Ir,0.75,0.25,3,-0.28260341896290697
V,Zn,0.75,0.25,3,-1.0494389921577465
Mo,Au,0.75,0.25,3,-0.9530700122586211
Cr,Fe,0.5,0.5,3,-0.6638087840537708
Zr,Cd,0.75,0.25,3,-1.0761065565593242
Y,Nb,0.75,0.25,3,-0.9408620330586643
Pt,Ir,0.75,0.25,3,-0.16318353975563582
Cr,Fe,0.5,0.5,3,-0.6521508829600577
Zr,Cd,0.75,0.25,3,-1.0375345559577624
V,Zn,0.75,0.25,3,-1.065601193556148
La,Sc,0.75,0.25,3,-0.5979364183576479
Y,Nb,0.75,0.25,3,-0.9829120566582503
Pt,Ir,0.75,0.25,3,-0.13843709905538049
Cr,Fe,0.5,0.5,3,-0.637119042358762
La,Sc,0.75,0.25,3,-0.7064336480570717
Y,Nb,0.75,0.25,3,-0.9137388140579503
Pt,Ir,0.75,0.25,3,-0.22827725166186497
Cr,Fe,0.5,0.5,1,0.24337222254055746
Au,La,0.5,0.5,0,0.3032218926428243
La,Sc,0.75,0.25,3,-0.7672402064553978
Pt,Ir,0.75,0.25,3,-0.21712534625746116
Au,La,0.5,0.5,2,0.3158023957448961
Os,Zr,0.5,0.5,2,-0.5655310615574933
Cu,Ta,0.75,0.25,3,-0.019733151361805312
La,Sc,0.75,0.25,3,-0.7385606323577747
Au,La,0.5,0.5,2,-0.4661164475573685
Os,Zr,0.5,0.5,2,-0.31888136375980025
Ir,Re,0.5,0.5,3,-0.22349172156006603
Cd,Sc,0.5,0.5,0,0.18109026304321674
Ir,Re,0.5,0.5,3,-0.18791460595727472
Cd,Sc,0.5,0.5,2,-0.7438924308580397
Cu,Os,0.75,0.25,3,-0.012374921053350363
Ir,Re,0.5,0.5,3,-0.38765623175910946
Os,Zr,0.5,0.5,1,-0.4753069563584802
Y,W,0.75,0.25,3,-1.0048136832583339
Ir,Re,0.5,0.5,3,-0.38554993455815634
Re,Cr,0.75,0.25,1,0.392210328941502
Os,Zr,0.5,0.5,1,0.7753565459434242
Os,V,0.5,0.5,3,-0.3519463245565646
Co,Y,0.5,0.5,2,-0.6467412597584996
Os,V,0.5,0.5,3,-0.6761930929560265
Ta,Y,0.5,0.5,3,-0.9710515668584492
Ta,Y,0.5,0.5,3,-0.854621266359544
Fe,Tc,0.5,0.5,3,-0.48769507495941866
Fe,Tc,0.5,0.5,3,-0.5258950958586581
Hg,Mn,0.5,0.5,2,1.6984137623412892
Co,Y,0.5,0.5,1,-0.36122159685962174
Hg,Mn,0.5,0.5,1,2.143894048739668
Co,Y,0.5,0.5,1,0.7057630235404133
Ir,Tc,0.75,0.25,3,-0.010223316857235432
La,Pd,0.5,0.5,2,-0.07930975515679961
Ir,Tc,0.75,0.25,3,-0.060533220060250414
Ir,Tc,0.75,0.25,3,-0.23675386985902946
Ir,Tc,0.75,0.25,3,-0.1591144854600941
La,Pd,0.5,0.5,3,-0.30752482875593046
V,Zr,0.75,0.25,3,-0.6714309647568086
Ru,Re,0.75,0.25,3,-0.4174231727583617
Re,Tc,0.75,0.25,3,-0.5247010603588649
V,Zr,0.75,0.25,3,-0.7014704277562203
Ru,Re,0.75,0.25,3,-0.430677973857172
Re,Tc,0.75,0.25,3,-0.5436314758580636
V,Zr,0.75,0.25,3,-0.9417665394566654
La,Pd,0.5,0.5,1,0.3729004507413549
Pd,Hf,0.75,0.25,3,0.022188978743571397
Ru,Re,0.75,0.25,3,-0.5005157184595816
Re,Tc,0.75,0.25,3,-0.572267239657748
La,Pd,0.5,0.5,1,0.18242851884227207
Pd,Hf,0.75,0.25,3,-0.3219042764567064
Ru,Re,0.75,0.25,3,-0.4456042342562512
Re,Tc,0.75,0.25,3,-0.5385598181555622
Au,Nb,0.5,0.5,2,-0.6223029880593174
Pd,Hf,0.75,0.25,3,-0.24847911915546206
Cu,Zn,0.75,0.25,3,0.023129540241853874
Cu,Mo,0.75,0.25,3,-0.05865821965468854
Cu,La,0.75,0.25,3,0.16086159244244413
Pd,Hf,0.75,0.25,3,-0.019218584157869145
Cu,Zn,0.75,0.25,3,-0.03363095745496025
Cu,Mo,0.75,0.25,3,-0.4550276725558149
Cu,La,0.75,0.25,3,0.06751185153646588
Cu,Zn,0.75,0.25,3,0.15671457743977157
Cu,Zn,0.75,0.25,3,0.1797550003475692
Zn,Ir,0.75,0.25,3,0.726601773444628
V,Cd,0.75,0.25,3,-1.0439628371559309
Zn,Ir,0.75,0.25,3,0.4791755988417492
Ni,Rh,0.75,0.25,3,-0.323434508557483
V,Cd,0.75,0.25,3,-0.9949963601565912
Ni,Sc,0.75,0.25,3,-0.6414939526575552
La,Os,0.75,0.25,3,-0.6116127238592242
La,Os,0.75,0.25,3,-0.6581620136593926
Re,Sc,0.75,0.25,3,-0.40370931555932543
Re,Sc,0.75,0.25,3,-0.25892162376018746
Cr,Hg,0.75,0.25,3,-0.6918110667602093
Re,Sc,0.75,0.25,3,-0.6552354293589531
Cr,Hg,0.75,0.25,3,-0.7516616891579986
Mo,Ni,0.75,0.25,3,-0.9021245872599764
Au,Nb,0.5,0.5,1,0.17978806224076038
Ir,W,0.5,0.5,3,-0.36435090595747965
Au,Ru,0.75,0.25,3,0.3176718178411022
Pd,Ta,0.5,0.5,2,-0.6780310858584642
Ir,W,0.5,0.5,3,-0.34986941565782104
Ti,Hg,0.75,0.25,3,-1.1292660357566717
Os,Pt,0.75,0.25,3,-0.18988035635899791
Re,V,0.75,0.25,3,-0.6192731364562576
Ti,Hg,0.75,0.25,3,-1.1289969151575576
Os,Pt,0.75,0.25,3,-0.2725388804601323
Au,Ru,0.75,0.25,3,0.631893504240935
Re,V,0.75,0.25,3,-0.6199264818560266
Au,Ru,0.75,0.25,3,-0.1099761684590419
Zr,Cr,0.75,0.25,1,0.014865034839232294
Re,V,0.75,0.25,3,-0.7226328569585974
Au,Ru,0.75,0.25,3,-0.17200438185952294
Nb,V,0.5,0.5,3,-0.8104936535591776
Pd,Ta,0.5,0.5,3,-0.3066143359564819
Ir,W,0.5,0.5,3,-0.5540026866574124
Fe,Ta,0.5,0.5,1,-0.12183230445859294
Nb,V,0.5,0.5,3,-0.8822776923579738
Fe,Ta,0.5,0.5,2,-0.46255991955965214
Fe,Ta,0.5,0.5,1,0.058062698540226165
Pd,Ta,0.5,0.5,3,-0.24676888365772243
Nb,V,0.5,0.5,3,-0.8733716785563672
Pd,Ta,0.5,0.5,3,-0.6868651255562952
Ir,W,0.5,0.5,3,-0.5593578870602585
Ru,Zn,0.75,0.25,3,-0.46108043676119337
Nb,V,0.5,0.5,3,-0.9187873421569464
Ru,Zn,0.75,0.25,3,-0.3313749265643935
Nb,Zn,0.75,0.25,3,-1.0538035620620292
Cd,Ir,0.75,0.25,3,0.8872000955389296
W,Y,0.75,0.25,3,-0.7101112665577318
Co,Sc,0.75,0.25,3,-0.6379649082582262
Cd,Ir,0.75,0.25,3,0.7284638483406809
La,Rh,0.75,0.25,3,-0.6630803352590817
La,Rh,0.75,0.25,3,-0.6802345276582571
Y,Mn,0.75,0.25,3,-1.0687000260577122
Au,Ir,0.5,0.5,2,-0.25040650135903775
Ni,Zn,0.5,0.5,2,-0.3478827125718169
Nb,Zn,0.5,0.5,3,-0.7527215725631038
La,W,0.5,0.5,2,-0.8439882819575075
Nb,Zn,0.5,0.5,3,0.04740073414089352
Nb,Au,0.75,0.25,3,-1.0414997987563481
Nb,Zn,0.5,0.5,3,-0.028782160959025305
Au,Ir,0.5,0.5,1,-0.23748599215738864
Nb,Au,0.75,0.25,3,-0.9651336350570716
Ti,Tc,0.75,0.25,3,-1.0714604848571696
Cu,Mn,0.75,0.25,3,-0.10755258655896682
Hf,Sc,0.75,0.25,3,-0.968239678458275
Ti,Tc,0.75,0.25,3,-1.0850385572548191
Cd,Os,0.75,0.25,3,0.8628152942410736
Hf,Sc,0.75,0.25,3,-0.997516270256682
Y,Ti,0.75,0.25,3,-0.9628505999580454
Ti,Tc,0.75,0.25,3,-0.8302621796565006
Hf,Sc,0.75,0.25,3,-0.9942861429580887
Y,Ti,0.75,0.25,3,-0.9883833135581597
Hf,Sc,0.75,0.25,3,-0.9840157503558373
Y,Ti,0.75,0.25,3,-0.9291053546575938
Os,V,0.75,0.25,3,-0.4008168815589386
Hf,Zr,0.75,0.25,3,-0.9806784101592427
Y,Ti,0.75,0.25,3,-0.8819604075569885
Os,V,0.75,0.25,3,-0.295005551458388
V,Re,0.75,0.25,3,-0.9895086402566164
Hf,Zr,0.75,0.25,3,-0.9716427341581664
Os,V,0.75,0.25,3,-0.517219154359708
V,Re,0.75,0.25,3,-0.9465165585597504
Hf,Zr,0.75,0.25,3,-0.944564686057646
Pd,Ag,0.75,0.25,3,-0.29106493476044193
Ru,Os,0.75,0.25,3,-0.4004157856570316
Os,V,0.75,0.25,3,-0.5020474472575813
Hf,Zr,0.75,0.25,3,-0.9944119956589645
Pd,Ag,0.75,0.25,3,-0.21261737226356558
Pd,Ag,0.75,0.25,3,-0.1099342628576494
Cr,Mo,0.5,0.5,3,-0.7434531030584992
Cr,Mo,0.5,0.5,3,-0.7782740143584022
Cr,Mo,0.5,0.5,3,-0.7465130232585295
Fe,Ti,0.75,0.25,3,-0.753943499758833
Cr,Mo,0.5,0.5,3,-0.7099681346580553
Hf,Ti,0.75,0.25,3,-0.9779201282571819
Hf,Ti,0.75,0.25,3,-1.0413520409556156
Au,Sc,0.75,0.25,3,0.4313900957395447
Hf,Ti,0.75,0.25,3,-0.962776176757842
Au,Sc,0.75,0.25,3,0.6887877458403011
Hf,La,0.5,0.5,3,-0.8974375624556785
Hf,Ti,0.75,0.25,3,-0.9666060429580909
Au,Sc,0.75,0.25,3,0.3326047449418468
Co,W,0.75,0.25,3,-0.51840339376119
Cr,Ir,0.75,0.25,1,0.27904893194229885
Au,Sc,0.75,0.25,3,0.18568490514101654
Au,Os,0.75,0.25,3,0.3380146402423918
Cr,Ir,0.75,0.25,1,-0.12044914975828647
Ir,Zn,0.75,0.25,3,-0.30749108666256575
Ru,Y,0.75,0.25,3,-0.36537024435799026
Ir,Zn,0.75,0.25,3,-0.26475302326340966
Ru,Y,0.75,0.25,3,-0.7423026057576578
La,Tc,0.5,0.5,2,-0.5917001134575628
Cr,La,0.75,0.25,3,-0.4216387603582632
Ta,W,0.75,0.25,3,-1.0091777088591414
Cr,La,0.75,0.25,3,-0.5520499977601219
Ta,W,0.75,0.25,3,-1.0058064905597064
Ta,W,0.75,0.25,3,-0.906840456157596
Cu,Tc,0.75,0.25,3,-0.0360058309515523
Ta,W,0.75,0.25,3,-1.116336410656885
Rh,Ti,0.5,0.5,3,-0.2647094850608198
W,Ir,0.75,0.25,3,-0.8338833345578394
Mo,Pt,0.5,0.5,3,-0.38820535745523443
Mo,Pt,0.5,0.5,3,-0.47026114945671793
Rh,Ti,0.5,0.5,3,-0.5065067128589078
Pd,Cr,0.75,0.25,3,-0.20383000016133224
Co,Cd,0.75,0.25,3,-0.4686789434553873
Ta,Ag,0.75,0.25,3,-1.0373963221563542
Cd,Re,0.75,0.25,3,1.0980092714426348
Ta,Ag,0.75,0.25,3,-1.028761333657684
Cd,Re,0.75,0.25,3,0.9644468197448361
Mo,Pt,0.5,0.5,3,-0.16568481005649005
Pd,Pt,0.5,0.5,3,-0.2863791344561548
Mo,Pt,0.5,0.5,3,-0.07242595535623764
Pd,Pt,0.5,0.5,3,-0.2558350363605939
Tc,Cd,0.75,0.25,3,-0.6043863326585495
Sc,Rh,0.75,0.25,3,-1.1447542111590963
Zr,Tc,0.75,0.25,3,-0.9797665567557203
Pd,Pt,0.5,0.5,3,-0.306656241459649
Y,Ru,0.75,0.25,1,-0.014585437757858699
Cr,Ru,0.75,0.25,1,0.24449088264103125
Re,Fe,0.75,0.25,3,-0.5837384705582451
Zr,Tc,0.75,0.25,3,-1.0243955392570285
Ta,Os,0.75,0.25,3,-1.015844770058692
Hf,Ir,0.5,0.5,2,0.00039633374129266485
Cr,Ru,0.75,0.25,1,0.05961102624226555
Zr,Tc,0.75,0.25,3,-0.828354117455973
Ta,Os,0.75,0.25,3,-0.9283620756568496
Hf,Ir,0.5,0.5,3,-0.4705539439591746
La,Cr,0.75,0.25,1,-0.2443333286564382
Ru,Hg,0.75,0.25,3,-0.3651373149577637
Ir,La,0.75,0.25,3,-0.5772790323598826
Ru,Hg,0.75,0.25,3,-0.43243338025692424
Ta,Os,0.75,0.25,3,-0.7923993077592684
Ir,La,0.75,0.25,3,-0.28875115085881475
Ta,Os,0.75,0.25,3,-1.04215300805933
Hf,Ir,0.5,0.5,3,-0.021205831456398982
Hf,Ir,0.5,0.5,1,0.26716748933998247
Cu,Y,0.5,0.5,3,-0.655979116453608
Hg,Co,0.75,0.25,3,1.377286234842387
Cd,Cr,0.75,0.25,3,0.9573235597427185
Ag,Co,0.5,0.5,2,-0.23696979215944225
Nb,Os,0.75,0.25,3,-0.9712537474578937
Hg,Co,0.75,0.25,3,1.3746815612439889
Cd,Cr,0.75,0.25,3,0.9554750904399327
Mo,Hg,0.75,0.25,3,-0.7809509343560137
W,Hg,0.75,0.25,3,-0.7589752928570022
Nb,Os,0.75,0.25,3,-0.8138752121585355
Mo,Hg,0.75,0.25,3,-0.8987178580564148
W,Hg,0.75,0.25,3,-1.0320309174594229
Fe,Zr,0.75,0.25,1,0.6278360148362765
Ag,Co,0.5,0.5,3,0.07485212234408323
Hf,Au,0.75,0.25,3,-1.08070840976049
Ag,Co,0.5,0.5,3,0.044001487943234
Cu,Y,0.5,0.5,1,0.0844800542409132
Hf,Au,0.75,0.25,3,-1.0707543494599747
Cu,Y,0.5,0.5,1,0.3024795661413293
Ag,Co,0.5,0.5,1,0.7908697558459892
Tc,Mo,0.75,0.25,1,0.1675618513445727
Au,Ag,0.75,0.25,3,0.3214871259451968
Au,Ag,0.75,0.25,3,0.3480197218423484
Cr,Cu,0.75,0.25,3,-0.9492023221600618
Fe,Nb,0.75,0.25,3,-0.6064290911590149
Zr,Hf,0.75,0.25,3,-0.8783227897610857
Pt,Au,0.75,0.25,3,-0.2847493086582915
Au,Mo,0.75,0.25,3,0.7612256743423416
Au,Ag,0.75,0.25,3,0.32665225484473126
Zr,Hf,0.75,0.25,3,-1.0042099986594337
Pt,Au,0.75,0.25,3,-0.2531710419598028
Tc,Mo,0.75,0.25,1,0.32204958524474137
Hf,Pt,0.75,0.25,1,-0.0012895474564800224
Au,Ag,0.75,0.25,3,0.36200487654517133
Zr,Hf,0.75,0.25,3,-0.917074385458335
Rh,Mo,0.75,0.25,3,-0.2212960350579749
Co,V,0.5,0.5,3,-0.5956590976629457
Cu,Ni,0.75,0.25,3,-0.043154941856272444
Zr,Hf,0.75,0.25,3,-0.9829437578582372
Rh,Mo,0.75,0.25,3,-0.3886320319570302
Co,V,0.5,0.5,3,-0.6418316458575362
Rh,Mo,0.75,0.25,3,-0.4604838270560947
Co,V,0.5,0.5,3,-0.7558862565628885
Rh,Mo,0.75,0.25,3,-0.34877102815787
Cr,Ru,0.5,0.5,3,-0.6088519928552785
Cr,Ru,0.5,0.5,3,-0.61795828245792
La,Hg,0.75,0.25,1,0.3435384150407401
Cr,Ru,0.5,0.5,3,-0.5382958677573413
