Metal1,Metal2,Metal1_Composition,Metal2_Composition,Site,adsorption_energy
Re,Nb,0.75,0.25,hollow,-0.6279471732586615
Au,Ti,0.5,0.5,bridge,-0.6281077205594272
Nb,Ru,0.5,0.5,hollow,-0.6286197026556408
Mo,Tc,0.75,0.25,top,0.0890609545431573
Re,Zn,0.5,0.5,bridge,-0.6290764457580451
Au,Zr,0.5,0.5,hollow,0.0893342929421407
Cu,Au,0.75,0.25,hollow,0.0895638210431855
Re,Zn,0.5,0.5,bridge,-0.6297775470584099
Cu,Ti,0.5,0.5,hollow,-0.6298673446571854
Mo,Nb,0.5,0.5,bridge,-0.6298857122555717
Co,Mo,0.5,0.5,hollow,-0.6301261248581511
Ag,Y,0.5,0.5,~,0.0901476412409749
Ag,V,0.5,0.5,hollow,-0.6302911619559097
Mo,Zn,0.5,0.5,hollow,0.0902952629412823
Cr,Zn,0.5,0.5,bridge,-0.6304055857608262
Ni,Zr,0.5,0.5,hollow,-0.6304994650554079
Ag,Sc,0.5,0.5,~,0.0909649351424661
Tc,Mo,0.75,0.25,hollow,-0.6309865488574076
Re,Hf,0.75,0.25,hollow,-0.6311404291581937
Re,Pt,0.75,0.25,top,0.0911951434436844
Sc,Zr,0.75,0.25,bridge,-0.6314386659568925
Cr,Pd,0.75,0.25,bridge,-0.6318227546607602
Re,W,0.75,0.25,hollow,-0.6318264282590178
Cr,Cu,0.5,0.5,hollow,-0.632293103458295
Ru,La,0.75,0.25,bridge,-0.6323063009612895
Mn,Ta,0.5,0.5,bridge,-0.6325658975574413
Pt,Re,0.75,0.25,hollow,0.0932501471479838
Fe,Hf,0.5,0.5,bridge,-0.6333052308536651
Cr,La,0.75,0.25,top,-0.6335724466580075
Mn,Re,0.75,0.25,hollow,-0.6335933994550658
Hg,Y,0.75,0.25,bridge,0.0936524674407621
Co,Hg,0.75,0.25,bridge,0.0938658047462297
Cr,Re,0.5,0.5,hollow,-0.6340068763592797
Os,Hf,0.75,0.25,hollow,-0.634295861257641
Ag,Re,0.75,0.25,hollow,-0.6347889315574946
Cu,Re,0.5,0.5,bridge,-0.634975601656123
Cu,Re,0.5,0.5,bridge,-0.6352791446615527
Re,Ti,0.75,0.25,hollow,-0.6353606426591512
Cu,Nb,0.5,0.5,bridge,-0.6354973799597872
Os,Zr,0.75,0.25,hollow,-0.6356328925566856
W,Rh,0.75,0.25,hollow,-0.6356749342585033
W,Rh,0.75,0.25,hollow,-0.6357494934590875
Sc,Cu,0.75,0.25,top,0.095781486144034
Rh,Zr,0.75,0.25,hollow,-0.6362350805565882
Mn,Mo,0.5,0.5,hollow,-0.6364461047587326
La,Y,0.75,0.25,hollow,-0.6367001230600806
Ru,Hf,0.75,0.25,hollow,-0.6367160417566708
Cr,Fe,0.5,0.5,hollow,-0.637119042358762
La,Ru,0.75,0.25,hollow,-0.6372125134575697
Nb,Pd,0.5,0.5,hollow,-0.6374099320591711
Tc,Ta,0.75,0.25,hollow,-0.637538233658205
Cu,Mo,0.5,0.5,hollow,-0.6376167385596716
Co,Hf,0.75,0.25,hollow,-0.6377591901609492
Co,Sc,0.75,0.25,hollow,-0.6379649082582262
Co,Zn,0.5,0.5,hollow,0.0982155444444572
Cu,Hg,0.75,0.25,hollow,0.098437181143737
Mo,Rh,0.5,0.5,hollow,-0.6385340343576615
Au,Ti,0.75,0.25,bridge,0.0985943268433686
Re,Rh,0.75,0.25,hollow,-0.6386540365592452
Mo,Zn,0.5,0.5,hollow,0.0988678012445518
Tc,W,0.75,0.25,hollow,-0.6388793467549192
Cr,W,0.75,0.25,bridge,-0.6389513208586948
Rh,Ta,0.5,0.5,hollow,-0.6390223425578085
Ni,Au,0.75,0.25,bridge,0.0995648209436979
Tc,Ti,0.75,0.25,hollow,-0.6397551451582046
Cu,V,0.75,0.25,top,0.1002033360428242
Pt,Ta,0.5,0.5,hollow,-0.6402336573582659
Au,Rh,0.5,0.5,hollow,0.1008716475417088
Cr,Ta,0.5,0.5,bridge,-0.6411580280573332
Os,W,0.5,0.5,hollow,-0.6412320430563057
Ni,Sc,0.75,0.25,hollow,-0.6414939526575552
Hf,W,0.75,0.25,top,0.1016534306409369
Co,V,0.5,0.5,hollow,-0.6418316458575362
Fe,Ta,0.75,0.25,hollow,-0.642043350459943
Ru,W,0.5,0.5,hollow,-0.6421415835602318
Cr,Ru,0.75,0.25,hollow,-0.6423248522578149
Hg,Sc,0.75,0.25,hollow,0.1024470506390855
Mo,Y,0.5,0.5,top,0.1027461037420209
Ru,Zr,0.75,0.25,hollow,-0.6428056773611104
Ni,W,0.5,0.5,hollow,-0.6431715343632902
Ti,Ir,0.75,0.25,hollow,-0.6433602453607534
Pt,Mo,0.75,0.25,hollow,0.1034495180438455
Ag,Tc,0.5,0.5,hollow,0.1039500714405505
Mo,Os,0.5,0.5,hollow,-0.644105837257456
Zn,Ni,0.75,0.25,hollow,0.1043096698495276
Hg,Nb,0.5,0.5,bridge,-0.6444970009569886
V,La,0.75,0.25,hollow,-0.6446462553567187
Pd,Os,0.75,0.25,bridge,0.1050479147425278
Fe,Ta,0.75,0.25,hollow,-0.645399194355349
Tc,Au,0.75,0.25,hollow,-0.6456265454571337
Hg,W,0.75,0.25,top,-0.6456587909551388
Re,Mo,0.75,0.25,hollow,-0.6457072271577715
La,Zr,0.75,0.25,bridge,-0.6457375679592303
Mn,Ni,0.75,0.25,hollow,-0.6458247804611972
Y,Zn,0.5,0.5,hollow,-0.6459062785570211
Au,Hf,0.5,0.5,hollow,0.1065019550415229
Au,Hf,0.5,0.5,hollow,0.1066618219420263
Co,Y,0.5,0.5,bridge,-0.6467412597584996
Fe,Nb,0.75,0.25,hollow,-0.6470126933627114
Tc,Sc,0.75,0.25,bridge,-0.64705283015698
Cd,Ni,0.75,0.25,top,0.1076193905401226
Zn,Ti,0.75,0.25,top,0.1080542284480827
Y,Zn,0.5,0.5,bridge,-0.6480782911521317
Au,Ti,0.75,0.25,hollow,0.1098082742437611
Tc,W,0.75,0.25,hollow,-0.6502311197573079
Zr,Ti,0.75,0.25,bridge,-0.6504028235603698
Pd,Ag,0.75,0.25,bridge,0.1105733223385243
Re,W,0.75,0.25,hollow,-0.6506101743570696
Mn,Mo,0.5,0.5,hollow,-0.6508342600563708
Tc,Ir,0.75,0.25,hollow,-0.6508402466597261
Cr,Mo,0.5,0.5,bridge,-0.6512046069610449
Ag,Co,0.75,0.25,top,0.1112586410390861
Mo,Tc,0.75,0.25,bridge,-0.6515402594586419
Ir,Ta,0.5,0.5,hollow,-0.6516986297565097
Hg,Y,0.75,0.25,hollow,0.1119694023409749
Cd,Mo,0.5,0.5,bridge,-0.6520467993604768
Mn,Re,0.75,0.25,hollow,-0.6520610853612823
Cr,Fe,0.5,0.5,hollow,-0.6521508829600577
Rh,La,0.75,0.25,bridge,-0.652260816855204
Au,Ni,0.75,0.25,hollow,0.1123545795426537
Au,Ni,0.5,0.5,hollow,0.1129797610419984
Hg,Sc,0.5,0.5,bridge,-0.6531057303572823
Ag,Pd,0.5,0.5,hollow,0.1137103866431346
Mn,Sc,0.5,0.5,bridge,-0.6537456060604825
Cr,Zn,0.75,0.25,bridge,-0.654135545161779
Fe,W,0.75,0.25,top,0.1146849623410446
Rh,Y,0.75,0.25,bridge,-0.6547684819551876
Cu,Ti,0.5,0.5,bridge,-0.6548622252584835
Hf,Pd,0.5,0.5,bridge,0.114898843844486
La,Mn,0.75,0.25,hollow,-0.6549121580601138
Re,Sc,0.75,0.25,hollow,-0.6552354293589531
Au,Pd,0.5,0.5,hollow,0.1156923278404349
Cu,Y,0.5,0.5,hollow,-0.655979116453608
La,Ti,0.75,0.25,bridge,-0.6559904091581927
Au,Cr,0.75,0.25,top,0.1166255422404276
Ni,Ta,0.5,0.5,hollow,-0.6566735509613579
Au,W,0.5,0.5,bridge,-0.6569671618590007
Pd,W,0.5,0.5,bridge,-0.6570209042574504
La,Ir,0.75,0.25,hollow,-0.6573716590600895
Cr,Tc,0.75,0.25,top,0.1174624283421792
Cd,Ta,0.5,0.5,hollow,0.1176484181424086
Co,Ag,0.75,0.25,bridge,0.1177036572417193
Au,W,0.5,0.5,bridge,-0.6580915362564781
La,Os,0.75,0.25,hollow,-0.6581620136593926
Pd,Cr,0.75,0.25,top,0.1186669402386826
W,Tc,0.75,0.25,top,0.1187229957404554
Au,Ni,0.75,0.25,hollow,0.1187269413431124
Fe,Hf,0.75,0.25,hollow,-0.6587663785603297
La,Ir,0.75,0.25,hollow,-0.6590037978594125
Ru,Y,0.75,0.25,bridge,-0.6592667957583842
Ag,Nb,0.5,0.5,bridge,-0.65941591425414
Mo,Ru,0.75,0.25,hollow,-0.6594310165555441
La,Re,0.75,0.25,hollow,-0.6596744223597568
Cu,V,0.5,0.5,hollow,-0.6598280306634194
Nb,Os,0.5,0.5,hollow,-0.6599582371554504
Ru,Au,0.75,0.25,bridge,0.120027101243096
Hg,Sc,0.5,0.5,bridge,-0.6605302204579573
Tc,Ag,0.75,0.25,hollow,-0.6613775828581936
Pt,W,0.75,0.25,hollow,0.1214386918409502
Nb,Ni,0.5,0.5,hollow,-0.6615400348591436
Re,La,0.75,0.25,bridge,-0.6615581304604063
Cd,Re,0.5,0.5,bridge,-0.6615913283557973
Fe,Ta,0.75,0.25,hollow,-0.6617877945600128
Mn,W,0.5,0.5,hollow,-0.6618876602578609
Re,Ti,0.75,0.25,hollow,-0.661897728458797
Re,Co,0.75,0.25,hollow,-0.6620280709603037
Au,Zr,0.75,0.25,hollow,0.1223763960415738
Mo,Nb,0.5,0.5,bridge,-0.6626351569566111
Hg,Ti,0.5,0.5,bridge,-0.6626992398550726
La,Rh,0.75,0.25,hollow,-0.6630803352590817
Fe,Pd,0.5,0.5,hollow,0.1231229403429381
Mo,Ti,0.75,0.25,hollow,-0.6632517669595188
Os,La,0.75,0.25,bridge,-0.6633042849598212
Tc,Fe,0.75,0.25,hollow,-0.6634664647562829
Cr,Fe,0.5,0.5,hollow,-0.6638087840537708
Mo,Tc,0.5,0.5,hollow,-0.6641672940558863
Cd,V,0.5,0.5,bridge,-0.6648766947573392
Mo,Sc,0.75,0.25,hollow,-0.6650192823571786
Fe,Pd,0.5,0.5,hollow,0.125143521640922
Fe,W,0.5,0.5,hollow,-0.6651620061593064
Tc,Nb,0.75,0.25,hollow,-0.665642559159977
Mo,Ru,0.5,0.5,hollow,-0.6656460966578095
Re,Ta,0.75,0.25,hollow,-0.6662975371573054
Tc,Pd,0.75,0.25,hollow,-0.6663393066582728
La,W,0.75,0.25,hollow,-0.6664144100604688
Mo,Ni,0.75,0.25,hollow,-0.6664582204602709
Tc,V,0.75,0.25,hollow,-0.6672359217581914
Mo,Nb,0.75,0.25,top,0.1272939013406642
Cr,Os,0.75,0.25,hollow,-0.6673268077601904
Fe,W,0.5,0.5,hollow,-0.6674115712584978
Sc,Ru,0.75,0.25,hollow,-0.6678717157583094
W,Sc,0.75,0.25,hollow,-0.6682933561596371
Mo,Ru,0.75,0.25,hollow,-0.6684198890570485
Mo,W,0.5,0.5,bridge,-0.6685223398553433
Fe,Zn,0.5,0.5,hollow,0.1286004559379137
Cu,Pt,0.75,0.25,bridge,0.128975292741444
Re,Ag,0.75,0.25,hollow,-0.6690813977611185
Re,W,0.75,0.25,hollow,-0.6695246712579035
Re,Au,0.75,0.25,hollow,-0.6697868529581399
Tc,Rh,0.75,0.25,hollow,-0.6701308047585997
Tc,V,0.75,0.25,hollow,-0.6702192418551647
Mo,Cr,0.75,0.25,top,0.1302910992426689
Pt,Sc,0.5,0.5,bridge,0.1303516445414345
Co,Ti,0.5,0.5,hollow,-0.6703603328560064
Ag,Pd,0.75,0.25,hollow,0.1306173636412779
La,Zn,0.75,0.25,hollow,-0.6709029277580782
Hf,Sc,0.75,0.25,bridge,-0.6711116391588519
Fe,Ti,0.5,0.5,bridge,-0.6711943617546865
Cu,Co,0.75,0.25,top,0.1312341097373348
Ta,Ni,0.75,0.25,top,0.1312866276430497
V,Zr,0.75,0.25,hollow,-0.6714309647568086
Ag,Zr,0.5,0.5,top,0.1314954750423851
Fe,Ti,0.5,0.5,bridge,-0.671498448954452
W,La,0.75,0.25,bridge,-0.6718834900557056
La,Cu,0.75,0.25,hollow,-0.6720403636599883
La,Ta,0.75,0.25,hollow,-0.6721855363602742
La,Hf,0.75,0.25,bridge,-0.6722577826576241
Hg,Y,0.5,0.5,bridge,-0.672301320860214
Fe,Sc,0.5,0.5,bridge,-0.6724135677568199
Fe,Pd,0.5,0.5,bridge,0.1327933219445469
Fe,Sc,0.5,0.5,bridge,-0.672967455458064
Cd,V,0.5,0.5,bridge,-0.6731086825556929
Tc,Ru,0.75,0.25,top,0.1335385057437008
La,Tc,0.75,0.25,hollow,-0.674320949757174
Cd,V,0.5,0.5,bridge,-0.6743833998579873
Re,Mo,0.75,0.25,hollow,-0.6747238142588401
Cd,Fe,0.75,0.25,top,0.1349113200385829
Mn,Co,0.75,0.25,hollow,-0.6750926645536026
Cd,Nb,0.5,0.5,hollow,0.135212277943566
Ni,V,0.5,0.5,hollow,-0.6753489958564103
Nb,Pt,0.75,0.25,bridge,-0.6753617851599927
Tc,Ti,0.75,0.25,hollow,-0.6756028780573331
Co,Zn,0.5,0.5,top,0.1357694310436557
Mo,Rh,0.75,0.25,top,0.1358461671416364
Os,V,0.5,0.5,hollow,-0.6761930929560265
La,V,0.75,0.25,hollow,-0.6762499647583979
Hg,Pd,0.5,0.5,bridge,0.1363034544420145
Cr,Mo,0.75,0.25,top,0.1363486253440271
Cu,Au,0.75,0.25,hollow,0.1363789660399845
Re,Cr,0.75,0.25,hollow,-0.6765324189572937
Cr,Ru,0.75,0.25,hollow,-0.6765603105586422
Mo,Tc,0.5,0.5,hollow,-0.6767030343571321
Fe,V,0.75,0.25,hollow,-0.6768769149557272
Rh,V,0.5,0.5,hollow,-0.6771317496558993
Re,Cr,0.75,0.25,hollow,-0.6771724306554177
Tc,Sc,0.75,0.25,hollow,-0.6774558372589752
Mo,Fe,0.75,0.25,top,0.1376331387409948
Cr,Hf,0.75,0.25,top,0.1380157307403635
Pd,Ta,0.5,0.5,bridge,-0.6780310858584642
Co,Sc,0.5,0.5,bridge,-0.6782226540589988
Ag,La,0.75,0.25,hollow,0.1386172384382291
Mo,W,0.75,0.25,top,0.1386195514396888
Au,Ni,0.5,0.5,hollow,0.1390859545436171
Re,Sc,0.5,0.5,hollow,-0.6791980460611455
Cr,W,0.5,0.5,hollow,-0.6792003590589673
Hf,W,0.5,0.5,top,0.1400137266400918
Ni,V,0.75,0.25,top,0.1401976756397118
Mo,Tc,0.5,0.5,hollow,-0.6802104456573659
La,Cr,0.75,0.25,hollow,-0.6802182008568423
La,Rh,0.75,0.25,hollow,-0.6802345276582571
Mn,Ru,0.5,0.5,top,0.1407057121405444
La,Y,0.75,0.25,top,0.1409506146419801
Ru,W,0.5,0.5,hollow,-0.6813141393567719
Mo,Os,0.75,0.25,hollow,-0.6813816235580532
Re,Rh,0.75,0.25,hollow,-0.6814451621566775
La,Fe,0.75,0.25,hollow,-0.6816263899590638
Hf,V,0.75,0.25,top,0.1416778388420709
Co,V,0.5,0.5,hollow,-0.6817982298589129
Tc,Pt,0.75,0.25,hollow,-0.6819770086576398
Cu,Ni,0.75,0.25,top,0.1420657370408946
Tc,Ti,0.75,0.25,hollow,-0.6821642230597433
La,Hf,0.75,0.25,hollow,-0.682579332659742
Hg,Pd,0.5,0.5,bridge,0.1427256131401293
Re,W,0.5,0.5,top,0.1428562277406229
Hg,Zr,0.5,0.5,bridge,-0.6831250569584597
Hf,Nb,0.5,0.5,bridge,-0.6831822007579547
Re,W,0.75,0.25,hollow,-0.6836473794564597
La,Ru,0.75,0.25,hollow,-0.6836850672579828
Mo,Cu,0.75,0.25,hollow,-0.6838989486559228
Hg,Y,0.75,0.25,hollow,0.1440004665428489
La,Pd,0.75,0.25,hollow,-0.6841004489606064
W,Nb,0.75,0.25,top,0.144158972741053
Mo,Hf,0.75,0.25,top,0.1442090417413339
Ir,V,0.5,0.5,hollow,-0.684479775659355
Au,Co,0.75,0.25,hollow,0.1451081058412739
Fe,Pt,0.5,0.5,hollow,0.145750022443309
Tc,Hf,0.75,0.25,hollow,-0.685946605360158
Ag,Ti,0.5,0.5,bridge,-0.6861540921590574
Hf,V,0.5,0.5,bridge,-0.6867800900572263
Pd,Ta,0.5,0.5,hollow,-0.6868651255562952
La,Pd,0.75,0.25,top,0.1469218806423953
Hf,Ta,0.75,0.25,top,0.146949908340531
Hf,Sc,0.75,0.25,top,0.1471334492426024
Au,Zr,0.5,0.5,bridge,-0.6872889428586575
La,Hg,0.75,0.25,hollow,-0.6892232641575617
Cr,Cu,0.75,0.25,hollow,-0.6892291145549905
Rh,Ta,0.5,0.5,hollow,-0.6896970142579164
Pt,W,0.75,0.25,hollow,0.1500061550405291
Ir,Tc,0.5,0.5,top,0.150053638842138
Mo,Ni,0.75,0.25,top,0.1503586784392894
Ag,Ti,0.5,0.5,bridge,-0.6904830151533758
V,Zn,0.5,0.5,hollow,-0.6905051923522194
V,Hf,0.75,0.25,hollow,-0.6907258767559767
La,Ti,0.75,0.25,hollow,-0.6907490064577075
La,Zn,0.75,0.25,hollow,-0.6909913237568333
Pt,Zr,0.5,0.5,hollow,0.1512752939425183
Mo,W,0.5,0.5,top,0.1512984236442491
Cu,Zr,0.75,0.25,hollow,0.1517962558437204
Cr,Hg,0.75,0.25,hollow,-0.6918110667602093
Cu,Hg,0.5,0.5,bridge,0.1518510867399811
V,Cu,0.75,0.25,hollow,-0.6920936569576668
W,Mo,0.75,0.25,top,0.1521661946435699
Cu,Zr,0.5,0.5,top,0.1521912291437104
Zr,Fe,0.75,0.25,hollow,-0.6922593743574623
Co,W,0.5,0.5,hollow,-0.6922986947601828
La,Mo,0.75,0.25,hollow,-0.6923620972583819
Re,Zr,0.75,0.25,hollow,-0.6926182924571265
Cu,Sc,0.5,0.5,hollow,-0.6930214291632808
Zn,Zr,0.5,0.5,bridge,-0.6930906820625466
La,Nb,0.75,0.25,hollow,-0.6932074188580089
Mo,Nb,0.5,0.5,top,0.1532256698419871
Cu,Nb,0.5,0.5,hollow,-0.6933164005594961
Ag,Pd,0.75,0.25,hollow,0.1534294831444924
Rh,Ni,0.75,0.25,top,0.1538847295387597
Hf,Rh,0.75,0.25,hollow,-0.6939226701569794
V,Zn,0.5,0.5,bridge,-0.6942655335578536
Fe,Pt,0.5,0.5,hollow,0.1543398400399667
La,Cu,0.75,0.25,hollow,-0.6943588686580995
Re,Sc,0.5,0.5,bridge,-0.6946839085603358
W,Fe,0.75,0.25,top,0.1547640654398776
Cr,Tc,0.5,0.5,top,0.1549617561404659
Hg,Ni,0.5,0.5,top,0.1556500680390229
Sc,Zr,0.5,0.5,bridge,-0.6959440677591999
La,Ag,0.75,0.25,hollow,-0.696076451061316
Co,W,0.5,0.5,hollow,-0.6961881538581736
Au,Y,0.5,0.5,bridge,-0.6962519645594227
Au,V,0.75,0.25,top,0.1563977008418362
La,Au,0.75,0.25,hollow,-0.6964126478587502
Tc,Ta,0.75,0.25,hollow,-0.696423124157235
Cr,Cd,0.75,0.25,hollow,-0.6966195904596759
Cu,Zn,0.75,0.25,hollow,0.1567145774397715
Mo,W,0.75,0.25,bridge,-0.6968790508571772
La,Mn,0.75,0.25,hollow,-0.6969091194577857
Cu,Sc,0.5,0.5,hollow,-0.6971983765606353
La,Cd,0.75,0.25,hollow,-0.6976838275577109
Tc,Pt,0.75,0.25,hollow,-0.6978469598606978
Au,Co,0.75,0.25,hollow,0.1580993647412754
Hf,Zr,0.5,0.5,bridge,-0.6981054679590386
La,Pd,0.75,0.25,hollow,-0.6983046553604879
La,Zr,0.75,0.25,hollow,-0.6985364963574909
Ag,Y,0.75,0.25,hollow,0.1589174750415907
Ag,Zr,0.5,0.5,hollow,-0.6989389527579704
Cu,Au,0.75,0.25,hollow,0.1590521714397539
Cu,Zn,0.5,0.5,hollow,0.1591721735394742
Mo,Re,0.5,0.5,hollow,-0.6995403242571854
La,Sc,0.5,0.5,bridge,-0.6995449502582858
Cu,Zr,0.5,0.5,top,0.1597283743476794
Co,Hf,0.5,0.5,hollow,-0.6999293110556835
Tc,Rh,0.75,0.25,hollow,-0.6999317599574795
Zn,Re,0.75,0.25,top,-0.6999991082620625
Co,Hf,0.5,0.5,hollow,-0.7001018311557061
Co,Mo,0.5,0.5,hollow,-0.7002693172607621
W,Rh,0.75,0.25,top,0.1605135587388133
W,Ni,0.75,0.25,hollow,-0.7006700048577557
Cu,La,0.75,0.25,hollow,0.1608615924424441
Sc,Zn,0.5,0.5,bridge,-0.701146748257969
Mo,Ta,0.75,0.25,bridge,-0.7012647096589433
Fe,Pt,0.5,0.5,hollow,0.1613452747415351
V,Zr,0.75,0.25,hollow,-0.7014704277562203
Zn,La,0.75,0.25,hollow,0.1616516748408969
Cr,V,0.5,0.5,top,0.1618773933414843
La,Y,0.75,0.25,hollow,-0.7023352054593204
Cu,V,0.5,0.5,top,0.1626348221407454
Cu,Zn,0.5,0.5,hollow,0.1633263994381479
Co,Au,0.75,0.25,bridge,0.163934709941742
Cu,Y,0.5,0.5,bridge,-0.7041307486569792
La,Re,0.5,0.5,top,-0.7046274925550904
Au,Cu,0.5,0.5,hollow,0.164787242641097
Tc,Ti,0.5,0.5,hollow,-0.7051039638599548
Sc,Tc,0.75,0.25,hollow,-0.7052144419567128
Fe,W,0.5,0.5,hollow,-0.7054412489587492
Re,Ti,0.75,0.25,hollow,-0.7055775778598843
Fe,W,0.5,0.5,hollow,-0.70616888136189
La,Sc,0.75,0.25,hollow,-0.7064336480570717
La,Sc,0.5,0.5,hollow,-0.7064871184583978
Co,Rh,0.75,0.25,top,0.1665887723438857
Ti,Nb,0.75,0.25,bridge,-0.7073098546597691
Mo,Re,0.5,0.5,hollow,-0.7074339384589337
Tc,Mo,0.75,0.25,top,0.1675618513445727
Cr,W,0.5,0.5,top,0.1676270227408451
W,Hf,0.75,0.25,top,0.1679380488431263
Cu,Sc,0.5,0.5,bridge,-0.7085063392578093
Ag,La,0.75,0.25,bridge,0.1686354765415956
Tc,Sc,0.75,0.25,hollow,-0.7089591366556931
Mo,Os,0.75,0.25,hollow,-0.7097044564570467
Cr,Mo,0.5,0.5,hollow,-0.7099681346580553
W,Y,0.75,0.25,hollow,-0.7101112665577318
Pd,Pt,0.5,0.5,top,0.171278246140929
Ta,Zr,0.5,0.5,bridge,-0.7114254403595339
Tc,Rh,0.75,0.25,top,0.1714847805424426
Au,Pd,0.75,0.25,hollow,0.1715285908403814
Ti,Ir,0.75,0.25,hollow,-0.7115387758594522
Cd,Cu,0.5,0.5,bridge,0.1719347208427564
Pd,Pt,0.75,0.25,top,0.1725033026459925
Ni,Zr,0.5,0.5,bridge,-0.7126098158541652
Re,Nb,0.75,0.25,hollow,-0.7126649188566887
Ta,La,0.75,0.25,bridge,-0.7127434237581554
Tc,Pd,0.75,0.25,hollow,-0.7132511882582264
Sc,Zn,0.5,0.5,hollow,-0.7132581270625167
Cu,Nb,0.5,0.5,top,0.1734891710448494
Tc,Nb,0.75,0.25,hollow,-0.713666978160262
La,Pt,0.5,0.5,bridge,0.1739268661413291
W,Cr,0.75,0.25,top,0.1743142202440424
V,Ni,0.75,0.25,hollow,-0.7147933934565742
Re,Zr,0.75,0.25,bridge,-0.7148249585579549
V,Sc,0.75,0.25,hollow,-0.7148577482575718
Re,Sc,0.75,0.25,hollow,-0.7149197902571984
Au,Zr,0.5,0.5,top,0.175130017542898
Nb,Ni,0.5,0.5,hollow,-0.7151740806575333
Au,Pd,0.75,0.25,hollow,0.1752109714407481
Pd,Rh,0.75,0.25,top,0.1753109732390214
Mo,Tc,0.5,0.5,hollow,-0.7153773497584268
Tc,Ta,0.75,0.25,hollow,-0.7156204833581512
Pt,Zr,0.5,0.5,bridge,0.1756726125431953
Tc,V,0.5,0.5,hollow,-0.7158123235558094
La,Cd,0.75,0.25,hollow,-0.7159930071602219
Mn,Ti,0.5,0.5,bridge,-0.7160957301593669
Ni,Ag,0.75,0.25,top,0.1762071802450293
Ti,Ni,0.75,0.25,bridge,-0.7162394063588806
Au,Ta,0.5,0.5,bridge,-0.7162545086602847
Ag,Cu,0.75,0.25,hollow,0.17736107893964
Tc,Nb,0.75,0.25,hollow,-0.7178890964596292
Sc,La,0.75,0.25,hollow,-0.7179437913573281
Sc,Pd,0.75,0.25,top,0.1779687091448352
W,Ru,0.75,0.25,hollow,-0.7180003910570747
W,Os,0.75,0.25,hollow,-0.7180470585580849
Mo,Sc,0.5,0.5,hollow,-0.7183847518562914
Nb,Pd,0.5,0.5,top,0.1784376972437087
W,Zr,0.5,0.5,top,0.1785942987417286
Cu,Y,0.75,0.25,bridge,0.1796464269437194
Ag,Pd,0.75,0.25,bridge,0.1796585360434903
Cu,Zn,0.75,0.25,hollow,0.1797550003475692
Au,Nb,0.5,0.5,top,0.1797880622407603
Ir,Pd,0.75,0.25,top,0.1803256230423642
Zr,Cu,0.75,0.25,bridge,-0.720793367457162
Au,Co,0.5,0.5,hollow,0.1808310746428389
Cd,Sc,0.5,0.5,~,0.1810902630432167
Fe,Zn,0.75,0.25,hollow,0.1811625092387032
Zr,Nb,0.75,0.25,top,0.1814192486426975
Y,Cu,0.75,0.25,top,0.1814782973424655
Hg,La,0.75,0.25,bridge,0.1817358530434205
Re,Pt,0.75,0.25,hollow,-0.7218894419556534
La,Pd,0.5,0.5,top,0.182428518842272
Ag,Sc,0.5,0.5,top,0.1825263438413742
Re,V,0.75,0.25,hollow,-0.7226328569585974
Ag,W,0.5,0.5,bridge,-0.7226739462630292
Au,Co,0.75,0.25,bridge,0.18277410344038
Fe,Pt,0.5,0.5,bridge,0.1832781943458314
Ag,Zr,0.5,0.5,bridge,-0.7233071551590626
Ag,Zr,0.5,0.5,bridge,-0.7236569574588145
W,Ni,0.75,0.25,top,0.184293178944273
Mo,Fe,0.75,0.25,hollow,-0.7243360174570341
Ag,Cu,0.5,0.5,hollow,0.1844685562473671
Fe,Zn,0.5,0.5,top,0.1845448842368853
Hf,Pd,0.75,0.25,bridge,-0.725529100657667
Mo,Re,0.5,0.5,hollow,-0.7256572662581391
Au,Sc,0.75,0.25,hollow,0.1856849051410165
Mo,Cr,0.75,0.25,hollow,-0.7264077562567479
Nb,La,0.75,0.25,bridge,-0.7269528002570667
Mo,Nb,0.75,0.25,hollow,-0.7273560729581448
Ir,Mn,0.5,0.5,hollow,0.1877977330450733
Cr,Pd,0.75,0.25,top,0.1879014084416042
Rh,Zn,0.5,0.5,~,0.1879324294432365
Ti,La,0.75,0.25,hollow,-0.7283924184548312
Tc,Ta,0.75,0.25,hollow,-0.7294629143570717
Zr,Sc,0.75,0.25,bridge,-0.7297870019583286
Hg,Co,0.75,0.25,top,0.1898598117413996
Nb,Rh,0.5,0.5,hollow,-0.7299510865586569
Ta,Y,0.75,0.25,hollow,-0.7306637526553175
Ni,V,0.5,0.5,hollow,-0.7307859318597991
Re,Nb,0.75,0.25,hollow,-0.7309845748595478
Co,Mo,0.5,0.5,top,0.1910640515425541
Ag,Cu,0.75,0.25,hollow,0.1914040578422202
Fe,Ta,0.5,0.5,hollow,-0.7314279843585325
Cd,Y,0.5,0.5,bridge,-0.7315892118594718
Hf,W,0.5,0.5,bridge,-0.7316226818611256
Nb,Cr,0.75,0.25,top,0.1918173987405964
Cd,Nb,0.5,0.5,bridge,-0.7321942569569444
Cr,W,0.5,0.5,hollow,-0.7321943930573696
Ti,La,0.75,0.25,bridge,-0.732201467954809
Nb,Zn,0.5,0.5,bridge,-0.7323572531595062
Cd,Nb,0.5,0.5,bridge,-0.7326810686599572
Pd,Zr,0.5,0.5,bridge,-0.7327033820574513
